FamilyName1,FamilyName2,CommonName,AlsoKnownAs,ScientificName,MinSize,MaxSize,AdditionalSizeInfo,PossessionLimit,AdditionalPossessionInfo,SpeciesLimit,SpeciesName,GroupLimit,GroupName,ClosedSeasonDate,AdditionalClosedSeasonInfo,MisIdentified,,Description,AverageGrowth,MaximumGrowth,Distribution,AdditionalInformation,Image1,Caption1,Image2,Caption2,Image3,Caption3
"Sharks, rays and sawfish",N/A,Bull shark,"River whaler
Freshwater whaler
Swan River whaler
Zambezi shark",Carcharhinus leucas,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,"Pigeye shark
",,"medium to large stocky whaler
light to dark grey on the upper surface and pale underneath
pale stripe along the flanks
juveniles have dusky to black fin tips",55 to at least 340 cm,N/A,inshore (and rare large specimens in offshore),N/A,http://app.fisheries.qld.gov.au/images/bull-shark.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Cat shark,N/A,N/A,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,N/A,,"highly diverse group of small elongated shallow and deep water sharks   at least 13 species occur in Queensland waters
grey, brown, yellowish or black in colour, often with light or dark spots and dark blotches, bars and saddles
",70-170,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Collared carpetshark,N/A,Parascyllium collare,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,Catshark,,"yellow brown above and pale below
conspicuous broad, dark collar over the gills
dusky saddles and large dark spots on the body and fins.
",N/A,86,demersal in coastal waters south of Mooloolaba,N/A,http://app.fisheries.qld.gov.au/images/collared-carpetshark.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Creek whaler,Floppy fin shark,Carcharhinus fitzroyensis,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,N/A,,"small to medium sized whaler
ranges from bronze to grey on the upper surface and pale underneath
no distinct fin markings
characterised by large, broad triangular pectoral fins, a narrow, pointed snout and teeth with a distinct small curvature at the tip",50 to at least 135 cm,N/A,inshore and occasionally offshore gillnet fisheries,N/A,http://app.fisheries.qld.gov.au/images/creek-whaler.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Crested horn shark,N/A,Heterodontus galeatus,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,N/A,,"small to medium sized stocky shark
large blunt head and broad dark bars and saddles
only species of horn shark known in Queensland waters",22-130,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/crested-horn-shark.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Crocodile shark,N/A,Pseudocarcharias kamoharai,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,N/A,,"medium sized pelagic shark
very large eyes
long, slender teeth
long gill slits extending onto the top of the head",40-110,N/A,primarily oceanic but occasionally inshore,N/A,http://app.fisheries.qld.gov.au/images/crocodile-shark.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Dogfishes,N/A,N/A,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,N/A,,"highly diverse group of small to large, slender, deep water sharks
large eyes (often green) without nictating eyelids, spiracles always present, a spine in front of both dorsal fins, and no anal fin
colours vary from pink, brown, greyish or black on the upper body, some with dark or white fin tips, and pale underneath
at least 12 species may occur in Queensland waters
",N/A,N/A,"deeper, cooler waters",N/A,http://app.fisheries.qld.gov.au/images/dogfish.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Dusky whaler,"Black whaler
Bronze whaler",Carcharhinus obscurus,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,"Grey reef shark
Bronze whaler
",,"large, slender to moderately stout whaler
ranges from bronze to grey or blue grey on the upper surface and white underneath
has a pale stripe along the flanks
indistinct dusky tips on most fins",70-400,N/A,"inshore/offshore
",N/A,http://app.fisheries.qld.gov.au/images/dusky-whaler.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Dwarf sawfish,"Queensland sawfish
Broad billed sawfish",Pristis clavata,N/A,N/A,No take,N/A,No take,N/A,N/A,N/A,N/A,N/A,N/A,"Freshwater sawfish
",,"medium sized, moderately stout sawfish
olive to sandy brown above and pale white below, with a broad rostrum that tapers distally
rough to touch","Up to 150 cm (locally caught at 310 cm)
",N/A,"isolated regions of northern and western, and very few in southern, Gulf of Carpentaria
juveniles more commonly encountered in coastal foreshores and embayments; adults in marine waters","Dwarf sawfish are protected throughout Queensland and are therefore prohibited from being in anyone's possession without a permit
",http://app.fisheries.qld.gov.au/images/dwarf-sawfish.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Eastern angelshark,N/A,Squatina albipunctata,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,Australian angelshark,,"large ray like shark
flattened body and extremely broad pectoral fins
yellow brown to dark brown on the upper surface with small white, dark edged spots and white underneath
only species of angelshark reported from Queensland waters.",30-130,N/A,"outer continental shelf
",N/A,http://app.fisheries.qld.gov.au/images/eastern-angelshark.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Eastern shovelnose ray,"Banks shovelnose ray
Eragoni
Shovelnose shark",Aptychotrema rostrata,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,"Giant shovelnose ray
",,"medium sized shovelnose ray
has long, narrowly pointed opaque snout
grey brown on the upper surface, sometimes with dark blotches, and white underneath with irregular dark flecks","120
",N/A,"east coast of Queensland
mainly inshore in lower estuaries and off beaches but also in deeper waters",N/A,http://app.fisheries.qld.gov.au/images/eastern-shovelnose-ray.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Freshwater sawfish,N/A,Pristis microdon,N/A,N/A,No take,N/A,No take,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,"large ray like fish with distinctly saw  like snout, usually with 18 teeth on each side
brown  olive dorsally, white underneath",150,600,"relatively uncommon
coastal drainages in northern Australia
sometimes upstream freshwater creeks","Freshwater sawfish are protected throughout Queensland and are therefore prohibited from being in anyone's possession without a permit
",http://app.fisheries.qld.gov.au/images/freshwater-sawfish.jpg,N/A,http://app.fisheries.qld.gov.au/images/freshwater-sawfish-2.jpg,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Fossil shark,Snaggletooth shark,Hemipristis elongata,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,"Weasel shark
Hooktooth shark",,"medium sized, moderately slender shark
long, broadly rounded snout
bronze to grey brown above and pale below
a dark blotch on the second dorsal and upper caudal fins; fading in larger specimens
distinguished from H. australiensis by distinct hooked, erect lower teeth that protrude from the mouth when closed",52-230,N/A,"inshore/offshore
",N/A,http://app.fisheries.qld.gov.au/images/fossil-shark.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Giant shovelnose ray,Common shovelnose ray,Glaucostegus typus,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,"White spotted guitarfish
Eastern shovelnose ray",,"medium sized shovelnose ray
has a broadly triangular, opaque snout
upper body grey brown to olive with pale to yellow margins on the pectoral, pelvic, dorsal and caudal fins",38-270,N/A,"juveniles inshore (in mangrove systems, estuaries and around coral reefs)
adults in deeper shelf waters",N/A,http://app.fisheries.qld.gov.au/images/giant-shovelnose-ray.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Graceful shark,"Queensland shark
",Carcharhinus amblyrhynchoides,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,"Australian blacktip
Common blacktip
Spinner shark (blacktip colour form)
",,"medium sized whaler
upper body bronze to grey with a pale thin stripe extending along the flank and white underneath
most fins with black tips but anal fin sometimes pale
flanks can be slimy to touch","50-170
",N/A,"inshore/offshore
north of Brisbane on the east coast and Carnarvon on the west",N/A,http://app.fisheries.qld.gov.au/images/graceful-shark.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Great hammerhead shark,N/A,Sphyrna mokarran,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,Scalloped hammerhead shark,,"large, moderately slender shark
moderately arched hammer (in young but straight in adults), with central and shallow side indentations
brown to grey above and pale below
underside of fin tips grey or black in adults",65-600,N/A,"inshore/offshore
",N/A,http://app.fisheries.qld.gov.au/images/great-hammerhead-shark.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Green sawfish,Narrowsnout sawfish,Pristis zijsron,N/A,N/A,No take,N/A,No take,N/A,N/A,N/A,N/A,N/A,N/A,Dwarf sawfish,,"large slender sawfish
green brown or olive on the upper body and pale below
rough to touch",80-500,700,"inshore/offshore
juveniles found inshore in foreshores and embayments
adults found in deeper shelf waters and seasonally inshore","Green sawfish are protected throughout Queensland and are therefore prohibited from being in anyone's possession without a permit
",http://app.fisheries.qld.gov.au/images/green-sawfish.jpg,N/A,http://app.fisheries.qld.gov.au/images/green-sawfish-2.jpg,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Grey nurse shark,"Sand tiger shark
Spotted raggedtooth shark",Carcharias taurus,N/A,N/A,No take,N/A,No take,N/A,N/A,N/A,N/A,N/A,N/A,"Lemon shark
Fossil shark
Tawny shark
Speartooth shark",,"large and moderately stout shark
very short snout and prominently protruding teeth
ranges from light to dark brown on the upper surface and pale below
juveniles commonly have brownish spots",318,400,inshore/offshore,"Grey nurse sharks are protected throughout Queensland and are therefore prohibited from being in anyone's possession without a permit
",http://app.fisheries.qld.gov.au/images/grey-nurse-shark.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Grey reef shark,"Black-vee whaler
Longnose blacktail shark
",Carcharhinus amblyrhynchos,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,"Dusky shark
",,"medium sized, slender to moderately stout whaler
upper body grey brown to grey and white underneath
a prominent black margin on the back of the tail fin (less distinct in large specimens)",50-180,255,"inshore/offshore
reefs and shoals
",N/A,http://app.fisheries.qld.gov.au/images/grey-reef-shark.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Grey sharpnose shark,Australian sharpnose shark,"Grey sharpnose shark, Rhizoprionodon oligolinx

Australian sharpnose shark, Rhizoprionodon taylori",N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,"Milk shark 
Hardnose shark
Sliteye shark
Spinner shark (drab form)
",,"both small, slender whalers, 
distinguished from each other by the number of hyomandibular pores (grey sharpnose has three to eight pores either side of mouth, and Australian sharpnose has seven to 11)
also differentiated through precaudal vertebral counts (grey sharpnose has 84 91 precaudal vertebra and Australian sharpnose has 73 81)","20-70 (grey sharpnose)
25-67 (Australian sharpnose)
",N/A,"inshore/offshore
grey sharpnose mainly found in Gulf of Carpentaria
",N/A,http://app.fisheries.qld.gov.au/images/grey-sharpnose-shark.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Hardnose shark,N/A,Carcharhinus macloti,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,"Milk shark
Grey sharpnose shark
Australian sharpnose shark
Sliteye shark
Spinner shark (drab form)
",,"small slender whaler
bronze on the upper surface and pale underneath
pale stripe along the flanks
","45-110
",N/A,"inshore/offshore
",N/A,http://app.fisheries.qld.gov.au/images/hardnose-shark.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Hound shark,N/A,N/A,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,N/A,,"small to medium sized slender sharks, bronze to grey brown above and pale below
the first dorsal fin is always located in front of the pelvic fin (like the whalers and weasel sharks), but hound sharks lack precaudal pits and have a spiral shaped intestinal valve
",70-170,N/A,deeper waters,N/A,http://app.fisheries.qld.gov.au/images/hound-shark.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Lemon shark,"Sharptooth lemon shark
Sharptooth shark
Sicklefin lemon shark
",Negaprion acutidens,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,"Tawny shark
Speartooth shark
",,"large and moderately stout whaler
ranges from pale yellow to light brown or grey on the upper surface and pale underneath
broad, rounded or obtusely wedge shaped snout and relatively small eyes
flanks can be rough to touch","50-300
",N/A,"inshore/offshore
",N/A,http://app.fisheries.qld.gov.au/images/lemon-shark.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Longtail carpetshark,"Grey carpetshark
Epaulette shark
Speckled carpetshark 
",N/A,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,N/A,,"generally small, slender bottom dwelling sharks characterised by blunt, bulbous heads with short nasal barbels and a long tail

Grey carpetsharks
adults are brown or grey
juveniles (up to 30cm) have wavy lines or small dark spots

Epaulette shark
yellow brown with well spaced brown spots
one large white edged black spot on each flank behind the gill slits

Speckled carpetshark
yellowish with closely spaced fine brown spots
large white edged black spot on each flank behind the gill slits, flanked by dark blotches behind",107,N/A,coastal waters,N/A,http://app.fisheries.qld.gov.au/images/longtail-carpetshark.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Manta ray,N/A,N/A,N/A,N/A,No take,N/A,No take,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Milk shark,"White-eye shark
Longman's dogshark
Fish shark
",Rhizoprionodon acutus,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,"Grey sharpnose shark
Australian sharpnose shark
Hardnose shark
Sliteye shark
Spinner shark (drab form)
",,"small, slender whaler
ranges from bronze to grey on the upper surface and pale underneath
sometimes has a dark margin on the upper caudal fin and pale margins on the ventral fins
distinguished by distinctly long upper labial furrows and oblique upper teeth","30-110
",N/A,"inshore/offshore
",N/A,http://app.fisheries.qld.gov.au/images/milk-shark.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Narrow sawfish,"Slimy sawfish
Knifetooth sawfish",Anoxypristis cuspidata,N/A,N/A,No take,N/A,No take,N/A,N/A,N/A,N/A,N/A,N/A,"Green sawfish
",,"moderately large, slender sawfish
grey above and pale below, often with pale fins
absence of teeth around base of saw
smooth to touch",N/A,470,"inshore/offshore
Gulf of Carpentaria waters","Narrow sawfish are protected throughout Queensland and are therefore prohibited from being in anyone's possession without a permit
 
",http://app.fisheries.qld.gov.au/images/narrow-sawfish.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Nervous shark,N/A,Carcharhinus cautus,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,"Blacktip reef shark
",,"small to medium stout whaler
ranges from yellowish bronze to grey on the upper surface and white underneath
a white stripe extends along the flank.
black tips to lower caudal (and sometimes pectoral) fins, and dark margins on front edges of dorsal, pectoral and upper caudal fins and back edge of caudal fin","35-150
",N/A,"inshore/offshore, but more commonly reported inshore
",N/A,http://app.fisheries.qld.gov.au/images/nervous-shark.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Oceanic whitetip shark,"Whitetip whaler
",Carcharhinus longimanus,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,N/A,,"very large oceanic whaler with large, broadly rounded dorsal and pectoral fins
bronze grey on the upper surface and pale underneath
juveniles have black saddle markings before the second dorsal and caudal fin, usually a black mark on the upper caudal fin, and black tips on most fins
black markings fade to white mottled tips in specimens above 130 cm
upper teeth are erect, broadly triangular and serrated","60-300
",N/A,offshore,N/A,http://app.fisheries.qld.gov.au/images/oceanic-whitetip-shark.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Pigeye shark,"Java shark
",Carcharhinus amboinensis,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,"Bull shark (C. leucas)
",,"medium to large, stocky whaler
has a distinctly acute notch on the anal fin
the front margin of teeth are angled slightly outward","60-280
",N/A,"inshore (including estuaries and rivers) and offshore
",N/A,http://app.fisheries.qld.gov.au/images/pigeye-shark.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Sandbar shark,"Thickskin shark
",Carcharhinus plumbeus,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,N/A,,"large, moderately stout whaler
very tall and erect first dorsal fin, broadly triangular teeth and an interdorsal ridge
ranges from blue grey to brown grey or bronze on the upper surface and pale underneath
no distinct fin markings; however the tips and rear margins of pectoral, pelvic and caudal fins may be pale (more so on juveniles)","55-240
",N/A,"inshore/offshore
",N/A,http://app.fisheries.qld.gov.au/images/sandbar-shark.jpg,N/A,N/A,N/A,N/A,N/A
"Sharks, rays and sawfish",N/A,Scalloped hammerhead shark,Kidney headed shark,Sphyrna lewini,N/A,150,N/A,N/A,N/A,1,combined limit for all shark and ray species,N/A,N/A,N/A,N/A,N/A,,"large, moderately slender shark
broadly arched hammer, with central and deeper side indentations
body brown or bronze to grey above and white below
underside of fin tips grey or black in adults",45-350,N/A,inshore/offshore,N/A,http://app.fisheries.qld.gov.au/images/scalloped-hammerhead-shark.jpg,N/A,N/A,N/A,N/A,N/A
